word,n
prospects,5
proteeteti,5
prpress.gov.ru,5
pt,5
publicity,5
pulled,5
pursuit,5
pushed,5
putintrump.org,5
rachel,5
rare,5
reaches,5
rec,5
refute,5
regard,5
regularity,5
regulation,5
reliable,5
remains,5
removing,5
replacing,5
representation,5
residential,5
responsibilities,5
restrict,5
returning,5
ridiculous,5
rigged,5
rnc,5
road,5
rome,5
russ,5
scott,5
screenshot,5
scro,5
searched,5
sector,5
securing,5
senators,5
servers,5
shift,5
shook,5
simply,5
skadden,5
south,5
stice,5
stmt,5
stood,5
strongly,5
submit,5
subpoenas,5
successfully,5
sufficiently,5
suggestions,5
sum,5
supervise,5
supporter,5
supposed,5
tea,5
tennessee,5
testifying,5
title,5
transfer,5
treasury,5
trumporg_,5
typical,5
uader,5
uflcler,5
uflder,5
uhtier,5
ui,5
ukraine's,5
unlike,5
unnecessary,5
unrecused,5
untruthful,5
upcoming,5
ust,5
va,5
valdai,5
validly,5
venture,5
veselnitskaya's,5
violate,5
voter,5
voters,5
warned,5
websites,5
western,5
willful,5
winning,5
wit,5
withdrew,5
worried,5
worth,5
wrongdoing,5
yahoo,5
yesterday,5
zation,5
1i,4
1l,4
"20,000",4
6th,4
abuse,4
accepting,4
accord,4
accusation,4
acquisition,4
add,4
additionally,4
administration's,4
advocated,4
affiliation,4
ai,4
aided,4
air,4
airport,4
akhmetov,4
alan,4
allies,4
ambassador's,4
amended,4
americans,4
amount,4
analyzed,4
answered,4
apparently,4
appearance,4
applications,4
approved,4
argued,4
arise,4
arming,4
arrest,4
assembly,4
at1,4
at2,4
ation,4
atten1e,4
attendance,4
atterfte,4
atterre,4
attorfte,4
attributing,4
audience,4
barbara,4
barrack,4
bearing,4
belief,4
belonging,4
betwe,4
binding,4
biography,4
bit,4
bitcoin,4
bloomberg,4
body,4
boyko,4
breadth,4
brennan,4
buzzfeed,4
cahtaih,4
camey,4
carefully,4
cefltttifl,4
cefttttift,4
cehtaifl,4
centre,4
centttin,4
cetttttih,4
ch,4
chain,4
checked,4
checks,4
china,4
citizens,4
clapper,4
clarified,4
class,4
closer,4
cni's,4
collected,4
comfortable,4
commerce,4
commitments,4
community's,4
compromise,4
consent,4
conspirators,4
copied,4
corroborate,4
corroborates,4
counterterrorism,4
county,4
creating,4
critfl,4
ct1iffl.p,4
culpability,4
cut,4
deep,4
defines,4
delegation,4
demand,4
demonstrate,4
denysyk,4
deposit,4
designated,4
desk,4
destroy,4
developments,4
dinners,4
directorate,4
disagreement,4
discharge,4
disgrace,4
dismiss,4
disputed,4
distancing,4
division,4
dmi,4
documented,4
domain,4
domestic,4
dona,4
donations,4
e1,4
ector,4
emailing,4
embarrassment,4
emerging,4
emphasized,4
encouraged,4
entitled,4
ers,4
establishment,4
estimated,4
europe,4
ev,4
examining,4
excluded,4
exercises,4
expertise,4
extend,4
ey,4
fabricated,4
facilitated,4
fast,4
fe,4
feasible,4
features,4
feedback,4
feeling,4
field,4
finished,4
floor,4
forced,4
forgotten,4
formed,4
friendly,4
fs00004,4
funded,4
furtherance,4
gaggle,4
gala,4
gang,4
gathered,4
genbank,4
georgia,4
gift,4
gn,4
gordon's,4
gorkov's,4
gotta,4
gru's,4
handwritten,4
hannity,4
hav,4
hedge,4
hero,4
hick,4
honest,4
hosting,4
hous,4
hurt,4
husband,4
hypothetical,4
i7,4
ic,4
idris,4
impartial,4
implications,4
importance,4
improved,4
improving,4
incident,4
ind,4
industry,4
infiltrate,4
insisted,4
institution,4
institutional,4
intend,4
intentionally,4
interpret,4
investi,4
investigatory,4
investor,4
invitees,4
invoked,4
jake,4
jar,4
jason,4
jerome,4
jim,4
join,4
joining,4
karen,4
ken,4
kiev,4
knocking,4
ktmf_,4
la,4
lazar,4
leaking,4
learns,4
legislation,4
lengthy,4
lesser,4
letters,4
likelihood,4
likewise,4
limitations,4
linking,4
listing,4
lists,4
loan,4
lobbyist,4
locate,4
los,4
lose,4
lutes,4
lynn,4
mad,4
march_for_trump,4
maria,4
massacre,4
measure,4
mem,4
membership,4
messaging,4
mfr,4
miami,4
microsoft,4
miey,4
mightily,4
minor,4
mira,4
misled,4
mo,4
model,4
monitored,4
mot,4
mttterial,4
mu,4
mueller's,4
muellers,4
muslims,4
na,4
narrowing,4
naturally,4
nelson,4
newsmaker,4
nomination,4
nspa,4
ny,4
occur,4
ofmanafort,4
olc's,4
operatives,4
opp,4
opponent,4
opposing,4
ou,4
overseeing,4
overtures,4
owner,4
papers,4
parliamentary,4
participation,4
passing,4
periodically,4
perkins,4
petruk,4
phrase,4
physical,4
pl,4
pleased,4
pledge,4
pocket,4
politicians,4
portfolio,4
possession,4
pr,4
preauet,4
precise,4
precluded,4
pree1,4
preexisting,4
preparation,4
preserve,4
presiden,4
pretty,4
prikhodko,4
product,4
production,4
produet,4
prohibitions,4
prompted,4
prompting,4
prosecutor's,4
prospective,4
protections,4
proteetecl,4
proving,4
ptt,4
purchase,4
q4,4
questioned,4
quoted,4
r1,4
r43,4
rat,4
reacts,4
receptive,4
recess,4
recording,4
recruitment,4
referencing,4
referral,4
reform,4
refrain,4
regarded,4
regulate,4
regulating,4
relation,4
remaining,4
replace,4
reply,4
resigned,4
resolving,4
resort,4
restrictions,4
retained,4
retweeted,4
retweeting,4
reveal,4
revealing,4
rewarded,4
rex,4
rg000061,4
rid,4
rinat,4
rise,4
ro,4
routine,4
roy,4
rtskhilad,4
ruled,4
sal,4
samuel,4
sc_rrp000033,4
sealed,4
seasons,4
sec,4
secret,4
seeks,4
sensitivity,4
sequence,4
session,4
settled,4
settlements,4
shear,4
shugart,4
shut,4
signal,4
signing,4
silk,4
skype,4
sole,4
solely,4
sp,4
specialists,4
spokesman,4
sponsored,4
spy,4
stored,4
subordinate,4
substantially,4
succeed,4
success,4
summarizes,4
surprise,4
surveillance,4
suspected,4
talks,4
tapper,4
teetee,4
televised,4
television,4
tillerson,4
tit,4
tomorrow,4
tool,4
totally,4
tournament,4
track,4
translated,4
translation,4
treatment,4
trigger,4
triggering,4
trips,4
tunnel,4
tweeting,4
uaeer,4
ufl:derfed,4
unauthorized,4
uncertainty,4
uncover,4
undated,4
uneer,4
university,4
unofficial,4
unplanned,4
unsuccessful,4
unverified,4
uraer,4
urder,4
urging,4
usa,4
ushakov,4
ut1derfed,4
vague,4
vagueness,4
valuable,4
visited,4
visiting,4
vork,4
voting,4
vtb,4
wagner,4
warranted,4
waste,4
weighed,4
wh,4
widespread,4
withhold,4
witne,4
wl,4
yeah,4
yevgeniy,4
yuri,4
yuriy,4
zed,4
1nork,3
"25,000",3
"80,000",3
abandon,3
abroad,3
aca,3
academy,3
accou,3
accused,3
acknowledging,3
actively,3
actor's,3
admiral,3
adopted,3
adoptions,3
affirmative,3
agalarov's,3
aggression,3
agree,3
agreeing,3
alex,3
align,3
aligns,3
allegation,3
allegiance,3
alter,3
ambassadorship,3
ambiguity,3
amenability,3
amendments,3
ams,3
analysts,3
andaz,3
andrej,3
angered,3
annie,3
announces,3
announcing,3
annual,3
anukovych,3
anytime,3
aol.fr,3
approximatel,3
arab,3
argue,3
arms,3
armstrong,3
arps,3
articulated,3
ascertain,3
ascertaining,3
assent,3
assesses,3
assisting,3
association,3
assurances,3
at:tertte,3
att6mey,3
att6rhey,3
atteffle,3
attem,3
atterfle,3
atterftey,3
atterne,3
attributable,3
au,3
authorities,3
automated,3
autonomous,3
avoiding,3
backdoor,3
bannon's,3
bears,3
becau,3
befor,3
behavior,3
bein,3
benefits,3
billion,3
blow,3
bluman,3
boards,3
bobby,3
bossert,3
botnet,3
branches,3
breaking,3
brenson,3
brother,3
brothers,3
built,3
bulatov,3
burr,3
bush,3
c.f,3
campus,3
candidat,3
cares,3
carson,3
cash,3
cast,3
categorically,3
catering,3
cef,3
cehtttihmttterittl,3
cei,3
certair,3
cetttaifl,3
cetttaih,3
cetttttitt,3
chamber,3
championship,3
check,3
checking,3
cheney,3
choice,3
chose,3
circa,3
circulated,3
clarify,3
cleaned,3
cof,3
cofl:taifl:material,3
cohtaihmaterial,3
cohtttihmttterittl,3
colin,3
collective,3
colluded,3
combination,3
command,3
comms,3
compiled,3
compromises,3
concluding,3
confident,3
confinement,3
congratulations,3
connecting,3
conservative,3
consists,3
construe,3
consultants,3
contest,3
contradicted,3
coordinating,3
corrected,3
correction,3
cos,3
counseled,3
counselor,3
counter,3
counterparties,3
cri1fl.p,3
criminalizes,3
critical,3
critt1,3
crowdstrike,3
ct'iffl,3
ct'im,3
cuba,3
culver,3
cybersecurity,3
da,3
dad,3
dakota,3
damages,3
dan,3
databases,3
daughter,3
dawdle,3
dawsey,3
dcleaksproject,3
dear,3
dearborn6,3
debate,3
debriefings,3
deciding,3
def,3
defeat,3
defensive,3
definitively,3
delegate,3
deliberating,3
delivering,3
demands,3
democrat,3
demonstrating,3
demurred,3
denial,3
departm,3
deput,3
deripaska's,3
derived,3
design,3
destroyed,3
determinations,3
detract,3
devices,3
died,3
difficulties,3
digital,3
directives,3
disagreed,3
disclosing,3
discord,3
discourage,3
discu,3
dishonestly,3
distanced,3
distinguish,3
distinguished,3
distributed,3
divided,3
djt,3
djtjr00446,3
dms,3
donaldtrump.com,3
donation,3
drafts,3
dt,3
dumb,3
durin,3
earliest,3
ec,3
ection,3
editor,3
ee,3
effective,3
elena,3
ellen,3
ely,3
em,3
enact,3
encounters,3
engaging,3
england,3
ensuring,3
enter,3
entry,3
equally,3
escalating,3
essential,3
establishes,3
estigation,3
estimate,3
evaluating,3
eve,3
evil,3
ew,3
exchanges,3
execute,3
exercising,3
exonerate,3
expenditures,3
explore,3
extremely,3
eyes,3
f.b.i,3
facially,3
facilities,3
families,3
fashion,3
favorable,3
fbl's,3
fca,3
feelings,3
fight,3
filter,3
fisa,3
fix,3
fixer,3
flom,3
focusing,3
footnote,3
forensic,3
franklin,3
fraudulent,3
fresh,3
frustrated,3
fs00016,3
fs000l,3
fulfill,3
g20,3
gathering,3
gec,3
gee,3
generating,3
germany,3
gigabytes,3
giving,3
glossary,3
governor,3
graphic,3
gray,3
greatly,3
guardian,3
guess,3
guest,3
guidance,3
guided,3
hacker,3
hamburger,3
handle,3
happening,3
harassment,3
hearings,3
hen,3
hese,3
hillary's,3
honorary,3
hopes,3
ht,3
hurting,3
i0,3
iate,3
ice,3
identification,3
ifwe,3
igation,3
ignatius,3
ikileaks,3
image,3
immaterial,3
immigration,3
implicates,3
imposes,3
imposition,3
improperly,3
inapplicable,3
inception,3
includin,3
income,3
increase,3
incredible,3
independently,3
indicted,3
indictments,3
induce,3
infected,3
inferences,3
influenc,3
inquired,3
insider,3
insistent,3
intelligen,3
interferen,3
interferenc,3
intermediaries,3
internally,3
intervened,3
intervi,3
introductory,3
intrude,3
invest,3
invested,3
invites,3
ional,3
ir,3
iraq,3
iri,3
isikoff,3
issuing,3
ivanchenko,3
jack,3
jackson,3
jail,3
jailed,3
januar,3
jay,3
jenn_abrams,3
jeopardy,3
jj,3
jody,3
johnson,3
jones,3
judgments,3
justified,3
justifies,3
krickovic,3
ks,3
kyiv,3
l.b,3
l.c,3
lacks,3
lafraniere,3
laint,3
lana,3
launch,3
lawmakers,3
leaves,3
lewandowski's,3
libya,3
license,3
lifting,3
living,3
lo,3
lobbied,3
location,3
log,3
longstanding,3
loss,3
loved,3
lt,3
luncheon,3
lvanka,3
lyovochkin,3
macchia,3
majority,3
male,3
manafmt,3
manafo1t,3
market,3
mass,3
massive,3
matefial,3
matet·ial,3
matthew,3
meagher,3
meanings,3
medvedev,3
mettle,3
mfa,3
mfl,3
mi,3
modify,3
moore,3
mother,3
multi,3
murder,3
mutual,3
muy,3
myers,3
nat,3
nationa,3
ne,3
neil,3
neutral,3
newly,3
ng,3
nightclub,3
nn,3
north,3
nosc00000130,3
nosc00044381,3
objected,3
observed,3
obtaining,3
ofa,3
offacebook,3
oflntent,3
ofthe,3
olitical,3
ons,3
operational,3
opoulos,3
optimal,3
originally,3
originated,3
oulos,3
outlet,3
outline,3
outlines,3
overarching,3
overlapping,3
overseas,3
panel,3
papadop,3
pardoning,3
passports,3
patt,3
penetrated,3
periods,3
permanently,3
permissible,3
person's,3
pfeattet,3
phases,3
phony,3
photographs,3
phrases,3
pl'eteetea,3
pl'eteeted,3
plain,3
plane,3
platforms,3
po,3
poindexter,3
poli,3
police,3
politica,3
politician,3
poll,3
portions,3
posed,3
positively,3
postings,3
postponed,3
potter,3
pr6dttet,3
praattet,3
prateetea,3
predtiet,3
preliminary,3
presiding,3
presumed,3
priority,3
privat,3
prnteetee,3
proa1,3
proauet,3
proceed,3
processes,3
proclttet,3
professionals,3
profile,3
profit,3
prominence,3
promises,3
promotion,3
propo,3
proposing,3
prpress.gof.ru,3
pub,3
pull,3
pulse,3
purchases,3
putins,3
putintrump,3
questioning,3
quid,3
quo,3
race,3
raising,3
rationales,3
reactions,3
readily,3
ready,3
reat,3
receiv,3
recipient,3
reciprocal,3
recognizes,3
recounted,3
recusing,3
referrals,3
refuses,3
relat,3
relationships,3
remarked,3
remedy,3
reminded,3
removable,3
render,3
repeat,3
repeating,3
representations,3
representing,3
requisite,3
res,3
resident,3
resigning,3
resource,3
respected,3
restraint,3
restricted,3
revealed,3
reviewing,3
revoked,3
reward,3
rich,3
risk,3
ronald,3
rosenstein's,3
rudolph,3
rudy,3
rules,3
ryan,3
s_,3
safe,3
sally,3
sampson,3
saved,3
sc_,3
scheduling,3
schultz,3
scienter,3
screened,3
seated,3
sechin,3
selected,3
sender,3
sense,3
seq,3
serhiy,3
seth,3
shane,3
sharon,3
shaw,3
shlomo,3
shoot,3
signature,3
significantly,3
simes's,3
sin,3
sit,3
sjc,3
skepticism,3
slate,3
soc,3
sort,3
specialist,3
specifications,3
spent,3
spin,3
spokesperson,3
sponsor,3
ssed,3
ssible,3
sta,3
staffers,3
staged,3
staging,3
standing,3
statem,3
stateme,3
stealing,3
strategist,3
stretch,3
strut,3
stuff,3
subjective,3
suborning,3
subsections,3
subsidiary,3
subvert,3
successor,3
summarized,3
surprised,3
surrogates,3
sworn,3
taifl,3
tair,3
taped,3
task,3
tat,3
taxi,3
tells,3
tend,3
tenure,3
territory,3
texts,3
textual,3
thereof,3
thin,3
thomas,3
threats,3
thwarted,3
tier,3
tight,3
tony,3
totality,3
tough,3
trade,3
train,3
translator,3
trouble,3
trumporg,3
truthfully,3
tt,3
tuesday,3
twenty,3
ty,3
u1,3
uhtler,3
ukrain,3
ul,3
umier,3
umler,3
unavailable,3
uncertain,3
unclear,3
uncler,3
understands,3
undisclosed,3
unlaunched,3
unsuccessfully,3
untrue,3
urge,3
urteer,3
ut1,3
ut1aer,3
ut1der,3
uttam,3
utttier,3
v.a,3
vaguely,3
vaino,3
verify,3
verk,3
veselnitska,3
vested,3
vi,3
victim,3
victor,3
videos,3
vii,3
viktorovich,3
virtually,3
vital,3
vnesheconombank,3
voice,3
voicemail,3
volumes,3
voluntary,3
voted,3
voterfraud,3
votes,3
vpn,3
vulnerabilities,3
wake,3
wave,3
web,3
wefk,3
werlt,3
wofk,3
wordpress,3
worse,3
worst,3
wou,3
yatsenko,3
yield,3
yo,3
youtube,3
ziff,3
zivotofsky,3
_000199,2
_2,2
116th,2
11a_000005,2
11harm,2
17notes,2
"19,2017",2
1970s,2
1etii,2
1preteetea,2
1s2,2
"2,000",2
20l,2
"287,302",2
"3,814",2
3012l,2
"33,000",2
"40,000",2
55th,2
6dttet,2
6ec,2
"70,000",2
85o,2
aboard,2
abov,2
abstain,2
acceptable,2
accommodations,2
accomplish,2
accomplished,2
accomplishing,2
accords,2
accuracy,2
achieve,2
acknowled,2
acquaintance,2
acquittal,2
actor,2
actors,2
adam,2
adamant,2
addresses,2
admini,2
administered,2
administering,2
administrators,2
adopting,2
adversely,2
advocacy,2
aer,2
affected,2
affects,2
affiliates,2
affiliations,2
affords,2
afghanistan,2
aftermath,2
agalarovs,2
age,2
aggravated,2
aggregate,2
agrees,2
ah,2
ainst,2
akin,2
akin_gump_berkowitz_00000ll,2
alarmed,2
alarov,2
aleksandra,2
alexei,2
allegedly,2
alleges,2
allowing,2
alluded,2
alongside,2
altered,2
amber,2
ambo,2
americas,2
amerttey,2
amid,2
amidst,2
amounted,2
amounts,2
amplify,2
anatoli,2
anderson,2
andrei,2
angeles,2
anization,2
anna,2
antitrust,2
appendixc,2
appendixd,2
apple,2
appointing,2
appreciated,2
apprised,2
approaching,2
apri,2
ar,2
archives,2
arguably,2
ark,2
army,2
array,2
artment,2
ary,2
asatryan,2
ash,2
assan,2
assert,2
assertion,2
assets,2
assoc,2
assurance,2
assure,2
at:te,2
at:temey,2
atencio,2
atlerl'le,2
atlerney,2
atlertte,2
attarae,2
attarhe,2
atteffley,2
attefhe,2
attel'fl:e,2
attendee,2
atterfl:e,2
atterfl:ey,2
atterrey,2
atterrte,2
attert1ey,2
attertteywerk,2
attet'hey,2
attorn,2
attorrey,2
attract,2
authenticate,2
authenticity,2
author,2
authorit,2
authorize,2
authorizing,2
ave,2
avenue,2
avert,2
avi,2
azerbaijan,2
backup,2
balance,2
balances,2
ballentine's,2
bane,2
banks,2
barack,2
barred,2
barrett,2
bartiromo,2
base,2
bash,2
basically,2
battle,2
batumi,2
bauman,2
bear,2
becaus,2
bedminster,2
begay,2
begun,2
behest,2
beingpatriotic,2
belarus,2
beleaguered,2
belongings,2
belongs,2
beneficial,2
bensinger,2
bernie,2
betting,2
bid,2
bigger,2
bin,2
bipartisan,2
birthda,2
bitcoins,2
blast,2
bogacheva,2
booked,2
boost,2
border,2
bork,2
boy,2
brackets,2
branch's,2
breach,2
bribe,2
bribing,2
brink,2
british,2
broached,2
broadcast,2
brokered,2
brooks,2
bryan,2
budget,2
bullet,2
burglary,2
burress,2
burt's,2
busily,2
butt,2
byrne,2
c00004362,2
c00007981,2
c1,2
c6htaih,2
c6ntain,2
cabs,2
cahoots,2
california,2
campai,2
canadian,2
candida,2
cantelmo,2
card,2
carnegie,2
carolina,2
catch,2
catherine,2
catttttitt,2
caucus,2
causing,2
cbp,2
cbs,2
ce1tain,2
ceataiamaterial,2
cefl:taifl:material,2
cehtttifl,2
cehtttihmaterial,2
cel'l:tail'i,2
cel'ltail'imaterial,2
cellphone,2
centaih,2
certainty,2
certtairt,2
cet1,2
cetttttifl,2
cfr,2
cftni.org,2
cha,2
chaika,2
challenged,2
challenges,2
chaos,2
char,2
characterized,2
characterizing,2
charles,2
chicago,2
chiefofstaff,2
chilled,2
chinese,2
chronological,2
ciaramella,2
cintolo,2
circuits,2
circumstance,2
citation,2
cities,2
clean,2
closing,2
clov,2
cm1,2
coal,2
coats's,2
coded,2
cofltttifl,2
cohtaiflmaterial,2
coincided,2
collect,2
college,2
collud,2
columnist,2
commentators,2
comp,2
compelled,2
compelling,2
competent,2
competing,2
competitive,2
complaining,2
completely,2
completing,2
component,2
compressed,2
comprising,2
compromising,2
concealment,2
concept,2
concludes,2
condemning,2
condu,2
conduit,2
confederate,2
confine,2
confined,2
conflicted,2
conflicting,2
confronted,2
conglomerate,2
congr,2
congres,2
conjunction,2
conn,2
conscious,2
consciously,2
consciousness,2
consensus,2
consequence,2
considers,2
constant,2
constitutionality,2
constraints,2
consulate,2
contemplation,2
contempt,2
contexts,2
contractor,2
contradicting,2
contrasted,2
conv,2
conver,2
conversed,2
conveying,2
convict,2
convictions,2
convince,2
convinced,2
coordinator,2
copying,2
corallo2,2
corne,2
corporate,2
correctly,2
corroboration,2
cortaifl,2
cost,2
cotttaih,2
cotttttitt,2
coun,2
couns,2
countless,2
couple,2
courtesy,2
craig,2
cri1,2
cri1t1,2
criffl.p,2
crifl'i,2
crifl'i.p,2
cril'l'i.p,2
crira,2
crisis,2
critically,2
criticism,2
criticisms,2
critique,2
crossed,2
cruz,2
crystal,2
ct·im,2
ction,2
curiam,2
cy,2
cyprus,2
d.d,2
dag,2
daniel,2
danielczyk,2
darling,2
database,2
davos,2
dcleak,2
deactivated,2
dealing,2
dealt,2
deceptive,2
decide,2
declared,2
deeply,2
define,2
definitive,2
deflect,2
degree,2
degrees,2
del,2
delaying,2
delegates,2
delegations,2
deleting,2
delivery,2
deni,2
denies,2
dep,2
depa11ment,2
desired,2
determines,2
developing,2
device,2
devlin,2
devotee,2
deyoung,2
dhs,2
dialogue,2
diana,2
dictionaries,2
didn,2
dilanian,2
dilute,2
dine,2
directe,2
directl,2
director's,2
disappointed,2
discharged,2
discouragement,2
discredit,2
discretionary,2
discus,2
disparaged,2
displeasure,2
disputes,2
disruptive,2
dissembling,2
disseminate,2
distance,2
distribution,2
djtfp,2
djtfp00004953,2
djtfp00023484,2
docum,2
dominican,2
doping,2
dowling,2
driven,2
driver's,2
dropped,2
drove,2
dumeisi,2
duran,2
duration,2
eager,2
earing,2
earn,2
earned,2
eased,2
easily,2
eat,2
ecial,2
econom,2
economics,2
economy,2
editorial,2
edits,2
edward,2
edwards,2
eer,2
eeting,2
efer,2
effe,2
effectively,2
effo11s,2
eisenberg's,2
elaborate,2
ele,2
electioneering,2
electorally,2
eli,2
ellipses,2
embarrass,2
emerged,2
empire,2
encompassed,2
encouragement,2
encouraging,2
encryption,2
engages,2
enormous,2
enthused,2
entourage,2
entous,2
envoy,2
erial,2
eriod,2
ern,2
erroneously,2
erview,2
escalatory,2
esident,2
esman,2
espionage,2
ether,2
evan,2
evgeney,2
evid,2
evident,2
evolution,2
exact,2
exaggerate,2
examination,2
exceptions,2
exchanging,2
excluding,2
exclusion,2
exec,2
exercised,2
exfiltrated,2
exist,2
expand,2
expecting,2
explicit,2
exploiting,2
explored,2
extending,2
external,2
facilitating,2
facing,2
factfinder,2
failings,2
fairness,2
faith,2
faithful,2
falling,2
falls,2
falsity,2
favored,2
favors,2
fbar,2
fbl,2
fear,2
federation's,2
fee:i.r,2
fighting,2
figure,2
figures,2
filing,2
fill,2
financed,2
findings,2
finishing,2
fir,2
firms,2
fisc,2
fist,2
fit,2
flag,2
flying,2
fm,2
folks,2
food,2
forbid,2
forbidden,2
ford,2
foregoing,2
forei,2
foresee,2
forfeiture,2
forget,2
fowler,2
foxnews,2
france,2
friday,2
frustration,2
fs000,2
fsb,2
fter,2
fti,2
game,2
gary,2
gas,2
gauh,2
ge,2
ged,2
georgiy,2
gh,2
gifts,2
giv,2
gleaned,2
gment,2
god,2
goldberg,2
goldstone's,2
gonna,2
graffto,2
grandstander,2
gravely,2
greek,2
grid,2
grievous,2
groundwork,2
gs,2
guccifer_2,2
gui,2
gulf,2
gun,2
guts,2
hagan,2
haldeman,2
halt,2
handed,2
hang,2
harmed,2
hatch,2
headlines,2
hed,2
heintz,2
heinz,2
helderman,2
helping,2
heritage,2
hey,2
hide,2
highlight,2
hillar,2
hinders,2
hindsight,2
hiring,2
historical,2
ho,2
horrible,2
hoskins,2
hotter,2
howard,2
hp,2
hrc,2
htt,2
human,2
hunt's,2
i.a,2
i6,2
i9,2
ials,2
ich,2
icy,2
ida,2
ief,2
ight,2
ii.i,2
ii.k,2
iii.a,2
ileaks,2
illegality,2
illerk,2
illinois,2
illy,2
ils,2
im,2
images,2
imes,2
immoral,2
immune,2
immunize,2
impairs,2
implantation,2
implanted,2
implement,2
implicit,2
implies,2
importantly,2
impossible,2
improbably,2
inated,2
incentive,2
inclined,2
inclusion,2
inclusive,2
incomplete,2
inconceivable,2
inconclusive,2
incorporated,2
increasing,2
indicat,2
indication,2
indict,2
indictm,2
indirect,2
ine,2
inevitably,2
infer,2
infiltrated,2
influential,2
initiate,2
initiatives,2
innocent,2
input,2
inroads,2
instruct,2
insufficient,2
intelli,2
intercepts,2
intere,2
interfax,2
interferencein,2
intimating,2
intimidate,2
intimidating,2
introducing,2
introductions,2
invasion,2
investiga,2
investigat,2
investigatio,2
investigation's,2
invoke,2
involv,2
irifra,2
irt,2
isis,2
island,2
islands,2
italian,2
italy,2
itsky,2
ittee,2
ity,2
jabber.cryptoparty.is,2
jacob,2
jam,2
jda,2
jefferson,2
jest,2
jobs,2
joins,2
jonathan,2
jud,2
julia,2
julie,2
justification,2
kasbo,2
katelyn,2
kav_00029,2
kazakhstan,2
ke,2
keeping,2
kerry,2
kgb,2
ki,2
kidnapping,2
kill,2
killed,2
killer,2
kinds,2
kissinger,2
kolesnikov,2
kramer,2
kremlin's,2
krylova,2
kumar,2
l00l,2
l512,2
laer,2
laid,2
lan,2
languag,2
lanny,2
largest,2
lashay,2
lasting,2
latitude,2
launched,2
laurence,2
lawy,2
laying,2
lder,2
ldjtrumpjr,2
leads,2
leakers,2
leased,2
legitimate,2
leisure,2
lending,2
lengthen,2
lett,2
letterone,2
leverage,2
lf,2
lia,2
liberal,2
lieutenant,2
lines,2
litlllll,2
lled,2
lly,2
lnitskaya,2
lobby,2
locations,2
logistics,2
logs,2
losing,2
lots,2
louis,2
low,2
lttet,2
lty,2
lucrative,2
luxembourg,2
luxury,2
m1t,2
ma:teria:lpreteeted,2
macfarquhar,2
magn,2
maintain,2
maintaining,2
mak,2
makin,2
maltese,2
manafo11,2
mandate,2
marc,2
marisa,2
marked,2
markets,2
martinez,2
mary,2
materiel,2
materittl,2
mayor,2
mc,2
mccab,2
mcfaul,2
mdc,2
meaningful,2
megan,2
melnik,2
memorable,2
memos,2
mens,2
ment,2
mental,2
mentions,2
mer,2
merchandise,2
mes,2
messenger,2
messing,2
metadata,2
meteriel,2
methods,2
mexico,2
mf,2
mikhail,2
mil,2
mined,2
minimizing,2
mining,2
misconduct,2
misperception,2
missy,2
mity,2
mj,2
mlt,2
mnuchin,2
mob,2
mobile,2
moderate,2
monetary,2
monetize,2
montana,2
moteriol,2
motivations,2
mount,2
movement,2
mterhey,2
mti,2
muddy,2
murdered,2
nakashima,2
nal,2
nark,2
narrow,2
narrowly,2
nata,2
nation,2
necessity,2
nechepurenko,2
negatively,2
negotiated,2
nikki,2
nix,2
nizharadze,2
nodded,2
nonetheless,2
nos,2
nosc00000058,2
nosc00004356,2
nosc00005653,2
notation,2
notify,2
nyc,2
o'brien,2
oates's,2
ob,2
object's,2
obligation,2
obscure,2
observer,2
obstruc,2
obta,2
obvious,2
occasional,2
occupied,2
odd,2
of2,2
of2015,2
of2016,2
ofdnc,2
offens,2
officer's,2
official's,2
ofkls,2
ofmcgahn's,2
ofmichael,2
ofnatalia,2
ofnational,2
ofnew,2
ohio,2
openly,2
operator,2
oppo1tunity,2
oppos,2
optics,2
orchestrated,2
org,2
organization's,2
organizing,2
ork,2
orruptly,2
ose,2
othe,2
outlawed,2
outlined,2
ovd,2
overriding,2
oversee,2
owed,2
ozhin,2
painting,2
pait,2
pamela,2
papad,2
papadopou,2
paper,2
parallels,2
pardoned,2
parscale,2
participant,2
partisan,2
partnership,2
pasha,2
passage,2
passwords,2
pchelyakov,2
pe,2
penalties,2
perceive,2
perez,2
perfect,2
performer,2
permits,2
persisted,2
pertained,2
peskov's,2
pete,2
pfedttet,2
pfodttet,2
phillip,2
phones,2
photograph,2
pi,2
pieces,2
pjsc,2
pl'ateetea,2
pl'ea1,2
pl'ed1,2
pl'oteeteti,2
plausible,2
playboy,2
players,2
plays,2
plots,2
plurality,2
pm,2
pmter,2
pol,2
polantz,2
poliakova's,2
polic,2
pollster,2
pollsters,2
pos,2
pose,2
possibl,2
posting,2
pow,2
powerful,2
pp,2
pr0a1,2
pr0attet,2
pr0teetea,2
pr0tlttet,2
pr6d1,2
pr6teetee,2
pradttet,2
prague,2
praise,2
praised,2
preate,2
precede,2
precedents,2
preceding,2
preclude,2
precludes,2
preclusion,2
preeittet,2
preference,2
prepare,2
preponderance,2
presentment,2
preserving,2
presidenti,2
presidentialelection,2
pressing,2
pressured,2
presttet,2
presume,2
presumptive,2
presumptively,2
pret:ittet,2
preteetes,2
pretenses,2
pretextual,2
preti1,2
pretlttct,2
prev,2
prevents,2
pri,2
primer,2
