word,n
sentences,2
sep,2
seriousness,2
servant,2
serves,2
settlement,2
seventh,2
severe,2
sf00000l,2
shape,2
shielding,2
shit,2
shock,2
shooed,2
shooting,2
shots,2
showboat,2
shutting,2
signaled,2
signals,2
significance,2
silberman,2
silence,2
silly,2
similarity,2
sincerely,2
singapore,2
skyscraper,2
slight,2
slip,2
slow,2
smoking,2
snapshots,2
sns,2
solicitation,2
solicited,2
soliciting,2
solicits,2
solitary,2
sound,2
sounds,2
sovereignty,2
sp,2
spain,2
sparks,2
speakers,2
spearheaded,2
spearphished,2
specialized,2
speed,2
sporting,2
spurring,2
stain,2
stake,2
stand,2
starts,2
states's,2
staying,2
steven,2
straight,2
straw,2
stream,2
stressed,2
strict,2
structured,2
study,2
stupid,2
submissions,2
submits,2
submitting,2
subpoena,2
subscription,2
subset,2
succession,2
suffice,2
summarize,2
summoned,2
supportive,2
surrounded,2
sustainable,2
synergy,2
syria,2
system's,2
tables,2
taif'i,2
tait1,2
taitt,2
takes,2
takin,2
tampered,2
tasked,2
tatneft,2
taylor,2
tech,2
teetecl,2
testifies,2
testing,2
tey,2
thanked,2
thefts,2
thin,2
threw,2
timed,2
tl,2
toll,2
totaled,2
town,2
tracked,2
tragedy,2
tranches,2
transaction,2
transactions,2
transmitted,2
transmitting,2
tremendous,2
tri,2
tropea,2
trumporg_16_00137,2
trustee,2
trustworthy,2
tsekhomsky,2
tttifl,2
tum,2
turkey,2
turmoil,2
tv.a,2
twohey,2
types,2
typewritten,2
typically,2
uaser,2
uccifer20,2
ufl:tler,2
uftder,2
uhaef,2
uheier,2
uk,2
ul'l:eer,2
ul'lder,2
unambiguous,2
undercover,2
undermined,2
undertake,2
underway,2
unduly,2
unfettered,2
unidentified,2
unified,2
uninterested,2
unknown,2
unnaturally,2
unprotected,2
unqualified,2
unresolved,2
unrestricted,2
unsigned,2
unsolicited,2
untler,2
upheld,2
ur,2
urcler,2
ureer,2
ureief,2
urgent,2
urtaer,2
usual,2
ut1tier,2
uttdet,2
utteier,2
v_00972,2
v.b,2
vacation,2
valid,2
validity,2
valuing,2
varying,2
vast,2
ventures,2
verdict,2
versions,2
vest,2
vet,2
viewing,2
vii,2
vip,2
virtual,2
virtue,2
visas,2
vladimirovich,2
voiced,2
vol,2
voluntarily,2
volunteer,2
volunteered,2
volunteering,2
w6rlt,2
wagering,2
waiver,2
walking,2
ware,2
wares,2
warm,2
watching,2
water,2
watergate,2
wealthy,2
web.archive.org,2
wef'k,2
wei,2
weighing,2
weight,2
weinergate,2
west,2
wet'k,2
whereabouts,2
whitehouse,2
whomever,2
wikileaks.org,2
wikipedia,2
wilbur,2
williams,2
wink,2
wishes,2
wlsearch.tk,2
wol'lt,2
worded,2
worldwide,2
worry,2
worthwhile,2
wow,2
wright,2
www.cnn.com,2
www.youtube.com,2
yeselnitskaya,2
zakheim,2
zalmay,2
zapotosky,2
zayed,2
zone,2
__,1
__ist_,1
_00000047,1
_000200,1
_000202,1
_at,1
_call,1
_corsi,1
_l7,1
_that,1
_the,1
01'1,1
01k,1
028a,1
06ttet,1
0rmey,1
0th,1
1'11111,1
"10,000",1
"100,000",1
100l,1
101s,1
1030and371,1
"111,1",1
1111harm,1
111i1harm,1
"120,000",1
133m,1
13c_,1
13c_o0ooo3,1
"14,2017",1
14th,1
15_000,1
15_0001,1
15_000171,1
16_00139,1
16_00141,1
"175,993",1
17notes,1
17th,1
18_001,1
18_001013,1
18th,1
"190,200",1
195l,1
1990s,1
1aharm,1
1cohen,1
1ct,1
1edttet,1
1ents,1
1ey,1
1flffl,1
1foet,1
1gb,1
1harm,1
1i1harm,1
1i94,1
1i99,1
1if,1
1if11harm,1
1ilt6rk,1
1im,1
1nerk,1
1o,1
1p,1
1r,1
1s3,1
1so,1
1t,1
1t1harm,1
1ttttfl,1
1v,1
1v1a,1
"2,214",1
"2,800",1
"200,000",1
2000s,1
"2017,706",1
20k,1
20s,1
"24,000",1
"250,000",1
26_000022,1
26_000030,1
"26,810",1
28_,1
2b_000044,1
2l,1
"3,500",1
"3,800",1
"300,000",1
30am,1
33k,1
3kxg8ujuswu,1
"409,425",1
45pm,1
4ey,1
4ftteria:l,1
4pm,1
5_000198,1
5_000202,1
"50,000",1
"50,258",1
514ss,1
5r,1
6_,1
6_000134,1
603_,1
"629,632",1
"677,000",1
"681,703",1
6me,1
6mey,1
6rk,1
6rt,1
6t,1
6te,1
6teetea,1
6teeted,1
"731,744",1
"731,753",1
7853rd,1
"794,802",1
7notes,1
"9,500",1
"90,000",1
95l,1
97th,1
990s,1
a_000004,1
a:t,1
a:ttemey,1
a:tterfle,1
a:tterhe,1
a:tterttey,1
a:ttort1ey,1
a.tlerre,1
a.tt:on1e,1
a·tlerney,1
a4teffle,1
aa:erhey,1
aaerfle,1
aaron,1
abdel,1
abrams,1
abramski,1
abreast,1
abridge,1
abruptly,1
abstaining,1
abstract,1
abu,1
abuses,1
abusive,1
acce,1
accede,1
acceded,1
accent,1
acceptance,1
accessed,1
accident,1
accommodate,1
accountability,1
accountable,1
accountants,1
accounted,1
accounting,1
accurately,1
accuse,1
accuses,1
accusing,1
achieving,1
achilles,1
ackerman,1
acknowled,1
acquaintance's,1
acquainted,1
acquit,1
acronyms,1
activist,1
ad,1
ad_,1
ad_00342,1
adahi,1
additions,1
adds,1
adequate,1
adequately,1
adhered,1
adherence,1
adjacent,1
adjoining,1
adjudicator,1
adjudicatory,1
admit,1
admonition,1
adopt,1
adult,1
advanced,1
advancement,1
adversarial,1
adversary,1
advise,1
advises,1
advising,1
advisor's,1
advocating,1
ae,1
aettet,1
af1,1
affair,1
affair's,1
affidavit,1
affirmed,1
affirming,1
affording,1
afl:elfl'te,1
afresh,1
africa,1
african,1
aft:emey,1
aft'le,1
aft6mey,1
afte,1
aftefhe,1
aftefl,1
aftt'lffle,1
afttm'ley,1
age,1
agenda,1
aggrandize,1
ah:erfl:e,1
ah:erhey,1
ah6rttey,1
ah8f'fl:e,1
ahead,1
aherfle,1
ahrensfield,1
ai:tarttey,1
aim,1
aims,1
ain,1
aircraft,1
airplane,1
aitt,1
ajf'd,1
ak,1
akin_gump_berkowitz_0000016,1
akin_gump_berkowitz_00000ls,1
akin_gump_berkowitz_o0000l,1
aktmbhbie,1
al:t:eifflc,1
al:t:erhc,1
al:taff,1
al:terhey,1
alabama,1
aldonaldtrump,1
aleksei,1
alerted,1
alexandria,1
alexey,1
alfonse,1
ali,1
aliases,1
alice,1
aligned,1
alison,1
allan,1
alle,1
alleviate,1
alliance,1
allocate,1
allowance,1
ally,1
aloud,1
alperovitch,1
alphabetically,1
alright,1
alteme,1
alterfl.e,1
alterhe,1
altering,1
alternations,1
alternatives,1
alters,1
aluminum,1
am:at't,1
am:e,1
am:eme,1
am:erae,1
am:erhe,1
am:eri,1
am:erttey,1
am:ome,1
am:orae,1
am6me,1
amat'ae,1
amazon,1
ambassadorial,1
ameaica,1
ameirflc,1
amenwy,1
amerf'le,1
ameri,1
amerre,1
amid,1
amidfuror,1
amitions,1
amon,1
amoniey,1
amorae,1
amoraey,1
amorttcy,1
amp,1
ample,1
amsfl'l:ey,1
analyses,1
analyst,1
analytics,1
analyze,1
anchor,1
andrea,1
andreyko,1
andy,1
angrily,1
animate,1
animating,1
animus,1
anizational,1
anizin,1
anne,1
annoy,1
annoyance,1
anonymized,1
anonymously,1
anselm,1
antecedent,1
anted,1
anteroom,1
anthony,1
anticipating,1
anticipation,1
anxious,1
anymore,1
anyt,1
apartment,1
apology,1
appeals,1
appearing,1
appellate,1
appendixb,1
appofntment,1
appointee,1
appointees,1
apprec,1
appreciates,1
appreciation,1
apprentice,1
appropriated,1
appropriations,1
approve,1
apri,1
arabia,1
arbitrary,1
architect,1
architects,1
architectural,1
archival,1
archs,1
ardon,1
argu,1
arid,1
arizona,1
armament,1
arnold,1
arran,1
arrangement,1
arrested,1
arrests,1
arrive,1
arrogate,1
art's,1
artemey,1
articles,1
artificially,1
artment,1
ascription,1
ashamed,1
asia,1
askin,1
aslanov,1
asofthiswriting,1
aspx,1
assange's,1
assassination,1
asse11s,1
assemble,1
assembled,1
asserting,1
asserts,1
assessments,1
association's,1
associations,1
assume,1
assumes,1
assumption,1
assuring,1
astana,1
asttet,1
at:l:erhey,1
at:t:ef'fle,1
at:t:erttey,1
at:t:ol'tte,1
at:t:orflc,1
at:tarfl.e,1
at:tarhey,1
at:tarl,1
at:tarttey,1
at:tefl'le,1
at:teraey,1
at:terhe,1
at:terl'l.ey,1
at:terttey,1
at:tofh:ey,1
at:ton1,1
at:torre,1
at:tort1ey,1
at'lertle,1
at26,1
at9,1
ataifl,1
ate,1
ath,1
ati6rhe,1
atief'hey,1
atierhe,1
atierhey,1
ations,1
atist1ney,1
atl:erfl:ey,1
atl:erfle,1
atl6ffle,1
atl6rney,1
atlef'fle,1
atlef'l'le,1
atleffle,1
atleh'fley,1
atlei,1
atleiffle,1
atleme,1
atlerftey,1
atlerhe,1
atlet'ae,1
atloffle,1
atlorfte,1
atlorrrn,1
atlort1ey,1
atlorttey,1
atlot1ney,1
ators,1
att:ame,1
att:arae,1
att:arhey,1
att:arttey,1
att:effle,1
att:effle:r,1
att:erftey,1
att:erhey,1
att:erne,1
att:erney,1
att:ert1,1
att:ert1ey,1
att:erttey,1
att:et1ae,1
att:on1ey,1
att:orhe,1
att:ort1ey,1
att:ot,1
att:srae,1
att'y,1
att0raey,1
att0rfl:e,1
att0rl,1
att6f'fle,1
att6rfle,1
attach,1
attache,1
attaches,1
attacked,1
attaffte,1
attaraey,1
attarhe:y,1
attarhey,1
attarl'ley,1
attarre,1
attarrey,1
attef'ae,1
attef're,1
atteffl:e,1
atteffl:ey,1
attefhey,1
attefl'le,1
attefl'ley,1
attei,1
attein1ey,1
atteirhey,1
atteirrey,1
attel'fley,1
attel'fte,1
attem1,1
atten'ley,1
atten1,1
atten1e:y,1
atten1ey,1
attenatey,1
attente,1
attentey,1
atter1,1
atter11ey,1
atterae,1
atterfl:e:y,1
atterl'l:ey,1
atternc,1
atterr,1
attests,1
attet·hey,1
attet'aey,1
attet'fley,1
attet'he,1
attet'tle,1
attflfhey,1
attitude,1
attoff,1
attoffley,1
attofhey,1
attoft'le,1
attol'ae,1
attome,1
atton,1
atton'te,1
attonaiey,1
attorae,1
attorae:y,1
attoraey,1
attorf,1
attorfl:e,1
attorfle,1
attorl'ley,1
attorrtey,1
attort'iey,1
attort'ley,1
attort1e,1
attot1aey,1
attracted,1
attst,1
attt'lrhe,1
atttih,1
atttm1ey,1
atypical,1
au:erhe,1
au6rtte,1
au6t,1
auarney,1
auem:e,1
auem.ey,1
aueme,1
aueni:ey,1
auerfl:ey,1
auerhey,1
auerney,1
auertte,1
auet,1
auoffle,1
auor1rn,1
auoraey,1
auorttey,1
auspices,1
austin,1
authentic,1
authored,1
authorization,1
authorizes,1
autmte,1
automatic,1
ave,1
aviv,1
award,1
awesome,1
awful,1
awkward,1
ax,1
axelrod,1
b.iii,1
baby,1
backchannel,1
backers,1
backups,1
badges,1
bag,1
bags,1
bailing,1
balanced,1
banking,1
banned,1
barnhart,1
barrier,1
barring,1
barry,1
bars,1
baseless,1
basing,1
bastard,1
bastone,1
bates,1
battleground,1
be.e,1
beach,1
beats,1
bed,1
bee,1
befo,1
begay's,1
beginnin,1
begins,1
behalfof,1
behveen,1
belwecn,1
ben,1
bender,1
berel,1
berman,1
beseeching,1
bi,1
biased,1
bids,1
bijan,1
bil.ateral,1
biliary,1
billed,1
billing,1
billionaires,1
bills,1
binary,1
binday,1
binders,1
bio,1
birthday,1
bismarck,1
bizarre,1
black's,1
blackberry,1
blackmail,1
blacktivist,1
blair,1
blake,1
blanket,1
bleached,1
blindsided,1
block,1
blocks,1
blogger,1
bloodlutt,1
blumenthal,1
bmt,1
bo,1
boat,1
bodies,1
boente's,1
bogus,1
bolstered,1
bomb,1
bombshell,1
borger,1
boring,1
boris,1
borrowing,1
bot,1
bothered,1
botnets,1
bottom,1
bought,1
bouvier,1
bowsher,1
box,1
boyarkin's,1
boys,1
br,1
brad,1
bradley,1
brakes,1
breaks,1
breakthroughs,1
brewster,1
briarcliff,1
bribes,1
bridges,1
briefs,1
bright,1
brit,1
britain,1
broadened,1
brogan,1
broken,1
brooke,1
brooklyn,1
brother's,1
broward,1
bruni,1
brushes,1
bs,1
bs'ing,1
buddy,1
budge,1
buds,1
buffer,1
bulldog,1
bullshit,1
bump,1
burchik,1
burck,1
burdens,1
bureaucracy,1
burling,1
burn,1
burnett,1
burnish,1
burns,1
burrill,1
businesses,1
busy,1
buy,1
buyers,1
buying,1
buzzing,1
bve,1
byron,1
bystrov,1
c_pif.l,1
c.f,1
c.j,1
c00002575,1
c00003834,1
c00004779,1
c00006651,1
c00006759,1
c00006784,1
c00007269,1
c00008187,1
c00008536,1
c00008551,1
c00008923,1
c000l,1
c0ataia,1
c0atttil'l,1
c0h:taih,1
c0htait1,1
c0httlih,1
c0ntain,1
c0t1tait1,1
c0tttttih,1
c61,1
c6fltaifl,1
c6htaift,1
c6htttifl,1
c6rttairt,1
c6tttaih,1
c6tttaitt,1
c8tttaitt,1
ca,1
caataia,1
caatail't,1
caato:it'l,1
cab,1
cabin,1
cabining,1
cable,1
cahtail'l,1
cahtoih,1
cahtttih,1
cain,1
cal'l:taifl,1
cal'ltttil'i,1
calamari,1
calamity,1
calendars,1
caller,1
camera,1
campa,1
campaign433,1
campaigning,1
camtttim,1
cancel,1
candidac,1
candidature,1
canon,1
canying,1
capitals,1
capitol,1
capone,1
caption,1
captures,1
cardoza,1
careless,1
carr,1
carribean,1
carrier,1
carrying,1
cars,1
cartaifl,1
carttaia,1
cartttir,1
castigation,1
casual,1
catalyst,1
catastrophic,1
categorical,1
categories,1
category,1
cattta:irl,1
catttair,1
catttaitt,1
causation,1
cautioned,1
cautioning,1
cayman,1
ce:mtatft,1
ce1,1
ce11tai11,1
ce11tb:i11,1
cea1,1
ceased,1
ceataifl,1
ceatb.ia,1
ceate:ia,1
ceatttih,1
cefl:ta:ifl,1
cefl:tail'l,1
cefl:tttil'l,1
cefl.taifl,1
cefl.taift,1
cefltail'l,1
cefltatfl,1
cefltath,1
cefltftit'i,1
cefltoifl,1
cefttaifl,1
cefttetih,1
ceht8,1
cehta:il'i,1
cehta.ih,1
cehtaia,1
cehtain,1
cehtttift,1
cehtttin,1
cehtttiri,1
ceiataih,1
ceihtaih,1
ceirtb:ir,1
ceittt1,1
cel'l.tail'i,1
cel'l.tail'l,1
cel'ltaifl,1
cel'ltail'l,1
cel'lttl:il'i,1
cel'ltttift,1
cel'ltttil'l,1
cel'ttttil't,1
celatoia,1
celebrate,1
celebration,1
cemaih,1
cemtaifl,1
cen:taifl,1
censure,1
centaitt,1
centers,1
centttih,1
century,1
cer,1
certai:r,1
certaifl,1
certail'l,1
certttift,1
certttit1,1
cerua.ifl,1
cet,1
cet'itaifl,1
cet'ltail'i,1
cet'tl:aia,1
cet'ttaih,1
cet1tait1,1
cet1taitt,1
cett1,1
cettta:itt,1
cettta.itt,1
cetttail'l,1
cetttair,1
cetttairt,1
cetttatt,1
cetttb:itt,1
cettte.itt,1
cetttftih,1
cetttoifl,1
cetttoih,1
cetttoitt,1
cettttlitt,1
cettttttft,1
cex.io,1
cfil'l'l,1
cfim,1
ch,1
chains,1
chaired,1
champion,1
chances,1
chaney,1
changer,1
channeling,1
chanting,1
chapman,1
characters,1
charap,1
chargeable,1
chart,1
chatroom,1
chatted,1
che,1
chemical,1
cheung,1
chiefs,1
chit,1
choosing,1
christine,1
christmas,1
chyron,1
circle,1
circles,1
circling,1
circuitous,1
circumscribed,1
circumscribing,1
circumstance,1
circumstantially,1
circumventing,1
citations,1
cites,1
citroh,1
citron,1
cl'iffl,1
cl'itfl,1
clarifying,1
classes,1
claus,1
clearing,1
cleverly,1
clients,1
cloaking,1
closest,1
clothing,1
cls,1
club's,1
cm'ttaitt,1
cm1taifl,1
cm1taift,1
cm1taih,1
cm1tail'i,1
cm1tain,1
cm1taitt,1
cmi:taifl,1
cmi.tftih,1
cmitaitt,1
cml:taih,1
cmnain,1
cms,1
cmt,1
cmtt1,1
cmttaia,1
cmttaifl,1
cmttaih,1
cmttail'l,1
cmttaitt,1
cmttttil'i,1
cmttttir,1
cnbc,1
cnl,1
cnl's,1
co1,1
coa.taifl,1
coach,1
coaiait,1
coatail'l,1
coatfl:ia,1
coatoifl,1
coatt1ia,1
coatttifl,1
cobb,1
cobbledick,1
coercive,1
coexists,1
cof1tain,1
cofl:htil'i,1
cofl:tttifl,1
cofltaifl,1
cofttaift,1
cofttaih,1
cofttatfl,1
cofttatft,1
coftte:ifl,1
coh:taih,1
coh:tttih,1
cohtb:ih,1
cohtctih,1
cohteih,1
cohtoih,1
cohtttia,1
cohtttit'i,1
cohtuia,1
coincidence,1
coins,1
col'l:tttil'i,1
col'ltail'l,1
col'ltttil'l,1
cold,1
collaborated,1
collar,1
collazos,1
colleague,1
collects,1
collinson,1
colloquial,1
colloquially,1
colluding,1
colony,1
combined,1
comfort,1
commander,1
commands,1
commence,1
commendation,1
commenting,1
commercially,1
commitment,1
committal,1
committing,1
comp,1
compact,1
company's,1
comparable,1
compared,1
comparison,1
compass,1
compensation,1
compile,1
complain,1
completeness,1
compliance,1
complicated,1
complimentary,1
complying,1
compounds,1
comprehensive,1
compress,1
computational,1
computer's,1
computing,1
comt,1
conc_e,1
concealing,1
conceals,1
conceded,1
concepts,1
conclusive,1
conclusively,1
concord's,1
concurrence,1
concurrent,1
concurrently,1
condition,1
conditioned,1
condominium,1
condominiums,1
condos,1
conduct.and,1
confer,1
conferences,1
conferred,1
confers,1
confidant,1
confidante,1
confidentiality,1
confuse,1
congratulate,1
congratulated,1
congratulating,1
congratulatory,1
congressionally,1
congressman,1
congressman's,1
connection120,1
connects,1
connor,1
connotes,1
consanguinity,1
consecutive,1
consents,1
considerable,1
consistently,1
consisting,1
consolidated,1
conspiracies,1
constituting,1
constrain,1
construct,1
constructed,1
construing,1
consultations,1
consulted,1
consumed,1
contaih,1
contemplates,1
contemporaneously,1
contempts,1
contended,1
contention,1
contin,1
continual,1
continuin,1
continuously,1
contracts,1
contractual,1
contradictory,1
contradicts,1
contrasting,1
contravened,1
contrived,1
controller,1
controul,1
controversies,1
contttin,1
convened,1
convenience,1
convention's,1
conventional,1
conventions,1
coo,1
cook,1
cooke,1
cooled,1
cooper,1
coordinat,1
corallo's,1
cordial,1
corhair,1
corke,1
corker,1
corner,1
corp,1
corporations,1
correcting,1
corrective,1
correspond,1
corresponded,1
correspondingly,1
corroborating,1
corroborative,1
corru,1
corttaih,1
corttail'l,1
cortttifl,1
cortttir,1
corttttih,1
coruttifl,1
costa,1
costs,1
cot,1
cot1,1
cot1t1tit1,1
cot1taih,1
cot1tain,1
cot1tait1,1
cot1tb:it1,1
cot1teit1,1
cot1tttil'i,1
cotnttit1,1
cotrtaift,1
cottt:attt,1
cottt:tl:ifl,1
cottt:ttttt,1
cottta:ih,1
cotttaia,1
cotttaifl,1
counsels,1
counsels's,1
counteleven,1
counterparty,1
counties,1
counting,1
country's,1
courage,1
coutts,1
covertly,1
covington,1
cox,1
cpim,1
craft,1
craigslist,1
craigslist.org,1
creates,1
credential,1
credico,1
credit,1
crhfl,1
crhtt,1
cri,1
cri:ffl,1
cri1tt,1
crihl,1
cril'h,1
cril'l'l,1
crilfl,1
criltl,1
criminalize,1
criminalizing,1
criminally,1
crirn,1
crit'l'i,1
criti,1
criticize,1
criticizin,1
critiques,1
crittl,1
cross,1
croteau,1
crowd,1
crowned,1
crucial,1
cs,1
csata.ia,1
csl'l:taih,1
csnta:in,1
ct·iffl,1
ct'iffi,1
ct1i1t1,1
ct1iffi,1
ct1ittt,1
cten1al,1
ctim,1
ctjhtttifl,1
cueto,1
culminating,1
cultural,1
cunton,1
cuomo,1
curtailing,1
custody,1
customized,1
customs,1
cuts,1
cutting,1
cv,1
cycle,1
d.n.c,1
dahl,1
dale,1
dales,1
dama,1
damage,1
damien,1
dance,1
dangerous,1
dangers,1
daniels,1
darell,1
dark,1
darren,1
dashes,1
davidoff,1
dccc's,1
dded,1
deactivation,1
deadline,1
dealer,1
dealers,1
death,1
debatenight,1
debt,1
deceitful,1
decem,1
decent,1
deception,1
deciphering,1
decisive,1
declaration,1
declaratory,1
declare,1
declassified,1
decreasing,1
decree,1
deel,1
deems,1
default,1
defeats,1
defending,1
defining,1
definiteness,1
deflecting,1
deflection,1
defunct,1
delegitimize,1
delegitimizing,1
delete,1
deletion,1
deliberate,1
deliberately,1
delineates,1
deliveries,1
demarco,1
demitjian,1
demnan,1
democracies,1
democratization,1
demographics,1
demonstrably,1
demonstrated,1
dennis,1
denotes,1
dep,1
dep't,1
depa11rnent,1
depa1tment,1
departing,1
department's,1
depattment,1
depended,1
depending,1
depends,1
depicting,1
deplorables,1
deported,1
deposition,1
depraved,1
deprivation,1
deprive,1
deprutment,1
dept,1
depth,1
derail,1
dershowitz,1
describin,1
descriped,1
descriptions,1
desig,1
designate·d,1
designing,1
destroying,1
destroys,1
deter,1
deterioration,1
deterrence,1
detracts,1
detroit,1
devine,1
devise,1
devising,1
dhabi,1
dhmon,1
dictate,1
dictates,1
dictation,1
differed,1
digging,1
diluted,1
dilution,1
dimension,1
diminish,1
dined,1
diog,1
diplomats,1
directories,1
dirkse,1
dirty,1
dis,1
disability,1
disaggregate,1
disappointment,1
disavowal,1
disbursement,1
disbursements,1
disburses,1
discard,1
discharging,1
discouraged,1
discovered,1
discrediting,1
discrepancy,1
discriminate,1
discriminatory,1
discus,1
disgraceful,1
disgusting,1
disjunctive,1
disk,1
disliked,1
disloyalty,1
disparaging,1
disparate,1
dispel,1
dispelling,1
dispenses,1
disqualified,1
disqualify,1
disregard,1
disrupt,1
disrupting,1
disruption,1
disrupts,1
disseminated,1
disseminating,1
distant,1
distorted,1
distribute,1
disturbed,1
divergence,1
diverse,1
divisive,1
djtfp,1
djtfp_sco_01442290,1
djtfp_sco_pdf_00000001,1
djtfp00004828,1
djtfp00011547,1
djtfp00023459,1
djtjr00008,1
djtjr00445,1
djtjr00467,1
djtjr00469,1
djtjr00485,1
djtjr00499,1
djtjr00l,1
dl,1
dmp,1
dnc.org,1
dnipropetrovsk,1
docs,1
documentation,1
dollar,1
donald.i,1
donald's,1
donaldj,1
donaldson's,1
donaldtrump2016,1
donated,1
donetsk,1
donor,1
donovan,1
doors,1
dossier,1
double,1
doubtful,1
doubts,1
doug,1
download,1
downloading,1
downplaying,1
downside,1
drag,1
drain,1
draintheswamp,1
drastic,1
drawer,1
drawing,1
dressed,1
dried,1
driving,1
drone,1
drop,1
drugged,1
drunk,1
dttet,1
duet,1
duly,1
dump,1
dunn,1
duped,1
duplicative,1
dzheykhun,1
e.d.n.y,1
e·mployees,1
e'll,1
eace,1
eakin,1
eant,1
ease,1
eastwest,1
eat,1
eattct,1
eattet,1
ecause,1
ecting,1
ection,1
ectrum,1
ecuadorian,1
edgar,1
edmond,1
edt,1
educated,1
education,1
eeted,1
efer,1
effects,1
effectuated,1
effley,1
effo11,1
effot1s,1
effotts,1
efft,1
efk,1
egyptian,1
ehfareefflefl.t,1
ei,1
eier,1
eighteen,1
eirhey,1
eisenhower,1
eit,1
eiuet,1
ej,1
ekim,1
el.ection,1
elaborat,1
elaboration,1
elbaum,1
electability,1
electionday,1
electionleaks.com,1
elective,1
electorate,1
electricity,1
electronically,1
eler,1
elevated,1
eleven,1
eleventh,1
ell,1
els,1
em,1
emaiis,1
email's,1
embass,1
embassy's,1
embedded,1
embezzle,1
embodies,1
eme,1
emember,1
emerge,1
emergency,1
emigrated,1
emirates's,1
emln,1
emorandum,1
emotion,1
empaneled,1
emphasizing,1
emphatic,1
employ,1
employeesy0,1
empty,1
enable,1
enabledactivities,1
enables,1
enacting,1
ence,1
encino,1
encompass,1
encompasses,1
encr,1
endorsement,1
endorsements,1
endorsing,1
endowment,1
enemies,1
enemy,1
ener,1
enera,1
enforcing,1
eng_about,1
eng_person_dmitriev_kiri,1
engender,1
engineer,1
enhanced,1
enjoins,1
enjoy,1
enjoys,1
enshrined,1
ensued,1
ensuing,1
entaii,1
entailed,1
entails,1
entering,1
entertainment,1
enthusiasm,1
enthusiastic,1
enti,1
entirety,1
entrants,1
enumeration,1
enunciated,1
environment,1
eon,1
eonstituted,1
eputtj,1
equal,1
equipment,1
equity,1
equivalent,1
equivocated,1
eration,1
erchova's,1
ere,1
erh:ey,1
erhe,1
erhey,1
erictrump,1
erlc,1
ermarth,1
erode,1
eroded,1
erroneous,1
error,1
errors,1
ersons,1
ert_0198,1
ertal,1
ertte,1
escalated,1
escalation,1
espouse,1
essentially,1
et1hey,1
eteetecl,1
eteeteti,1
ethical,1
eti1,1
etratin,1
ettet,1
eugene,1
europeans,1
evading,1
evaluation,1
evasion,1
event's,1
everi,1
everyone's,1
evgeny,1
evid,1
eviously,1
evolved,1
examiner,1
exceeded,1
exceeds,1
exception,1
exchanged920,1
excited,1
excitement,1
exclusively,1
exculpatory,1
excused,1
exec,1
execut,1
executives,1
executor,1
exempting,1
exert,1
exetting,1
exfiltrate,1
exfiltrating,1
exfiltration,1
exhibits,1
existent,1
exonerating,1
expansive,1
expansively,1
expectation,1
expelled,1
expense,1
experiences,1
exploited,1
exploratory,1
explosive,1
expressions,1
expulsion,1
extends,1
extensively,1
extra,1
extracted,1
extraordinary,1
extraterritorial,1
extraterritoriality,1
extratextual,1
extravagant,1
extremism,1
eye,1
eyebrow,1
f'flc,1
f9llowing,1
fabricate,1
fabricating,1
fabrication,1
faca,1
facetime,1
factor,1
factually,1
failing,1
fallout,1
familiarity,1
family's,1
famous,1
fancy,1
farage,1
farfetched,1
farhi,1
fastest,1
fattah,1
faulders,1
faulted,1
favorably,1
favorite,1
fb,1
fbihq,1
fbj,1
fbj's,1
fbl,1
fccl,1
fcti,1
fctl,1
feared,1
fearing,1
feature,1
featured,1
featuring,1
fec's,1
feca,1
feci,1
federalist,1
feed,1
feeds,1
feinstein,1
female,1
fer,1
fet1,1
fett,1
fewer,1
ffice,1
fficials,1
ffl,1
fforts,1
fi,1
fiasco,1
fiduciary,1
file's,1
filename,1
filings,1
film,1
finalize,1
financially,1
fined,1
firstly,1
fisc,1
fisc's,1
fiscal,1
fjl,1
fl:e,1
fl:ey,1
fl:teitt,1
flagged,1
flagrant,1
flashmob,1
flat,1
flattery,1
flaws,1
fle,1
fled,1
fli,1
floated,1
floors,1
flowing,1
flown,1
fluently,1
fly,1
flyers,1
flym1,1
fnfluence,1
foia,1
folder,1
folders,1
folds,1
following·cohen's,1
fool,1
footage,1
footing,1
forces_,1
forecast,1
forei,1
foreig,1
foreignaffairs,1
foresman's,1
forever,1
forge,1
forgo,1
format,1
formation,1
formulate,1
formulation,1
forums,1
foterial,1
fotmally,1
fotth,1
frank,1
frankel,1
frankhauser,1
franklin's,1
freaked,1
freifeld,1
frequency,1
frequent,1
frey,1
friction,1
friday,1
fridayfeeling,1
friendship,1
fritz,1
frustrate,1
fs00002,1
fs00008,1
fs00014,1
fs00015,1
fs00018,1
fs00019,1
fs000l5,1
fs0o0l,1
ftat,1
fth,1
ftred,1
fttoir,1
fu1ther,1
fucked,1
fundamental,1
fundin,1
fundraiser,1
furious,1
furnish,1
fw,1
gabby,1
gabriel,1
gaining,1
gajanan,1
gambling,1
gaps,1
garden,1
gates's,1
gates4,1
gaudin,1
gauge,1
gayle,1
gearan,1
gene,1
generalized,1
generals,1
genflynn,1
genta.if,1
genuinely,1
georgi,1
georgian,1
georgy,1
gerald,1
german,1
gerson's,1
gi,1
gilbride,1
girard,1
gist,1
giuliani's,1
gj,1
glad,1
gladly,1
gladstone,1
gleb,1
glenn,1
glover,1
gmail,1
goals,1
gold,1
