text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @Mindcite_US: How many patriots (American not Russian) born at night were born last night? 🤔

#MuellerReport #TraitorTrump #Military #Ve…",FALSE,0,NA,2019-05-06T22:45:34Z,FALSE,NA,1125532080920768512,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dtsegs,42,TRUE,FALSE,NA,NA
"RT @DavidJHickton: The #MuellerReport and AG Barr's testimony has produced no shortage of news, and much of it attempted to assign blame. B…",FALSE,0,NA,2019-05-06T22:45:25Z,FALSE,NA,1125532044879175680,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dadarocks,15,TRUE,FALSE,NA,NA
"@krassenstein @RepAdamSchiff We agree.
Our Government needs TO DO IT'S JOB.

""More than 370 former fed prosecutors… https://t.co/E7KLhHwxAj",FALSE,0,krassenstein,2019-05-06T22:45:20Z,TRUE,1125467609154105345,1125532025702817798,133938408,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",INLadyDem,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:45:20Z,FALSE,NA,1125532025199267841,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BigTone48674406,2408,TRUE,FALSE,NA,NA
RT @LampworkBench: https://t.co/v0b96YKe40 Mother's Day is right around the corner! Check out our shop for some #giftideas #MothersDayGifts…,FALSE,0,NA,2019-05-06T22:45:16Z,FALSE,NA,1125532007931498496,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",labelladiva,448,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: Most Americans haven’t read the #MuellerReport and don’t understand how DAMNING its findings are.

That’s why @realDonal…",FALSE,0,NA,2019-05-06T22:44:54Z,FALSE,NA,1125531915648266240,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kat343434,193,TRUE,FALSE,NA,NA
"RT @OliverMcGee: Retweet if IT IS WRONG of Sen. @MazieHirono to accuse AG Barr of LYING! 

@MazieForHawaii gives TRUMP DERANGED RANT arguin…",FALSE,0,NA,2019-05-06T22:44:43Z,FALSE,NA,1125531868399591424,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",h_coney,442,TRUE,FALSE,NA,NA
"RT @ArkansasRobbie: #TrumpsScaredOfMueller
And my copy of #MuellerReport published by @melvillehouse arrived today.  I have bent the spine…",FALSE,0,NA,2019-05-06T22:44:33Z,FALSE,NA,1125531825923747842,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JohnnyB45,5,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:44:32Z,FALSE,NA,1125531823067598855,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Knowledge2Seek,45,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T22:44:28Z,FALSE,NA,1125531806126804996,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AdrianeZane,131,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:44:23Z,FALSE,NA,1125531785956405249,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kbbilly,224,TRUE,FALSE,NA,NA
"RT @OliverMcGee: Retweet if IT IS WRONG of Sen. @MazieHirono to accuse AG Barr of LYING! 

@MazieForHawaii gives TRUMP DERANGED RANT arguin…",FALSE,0,NA,2019-05-06T22:44:12Z,FALSE,NA,1125531737575047171,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tag1204,442,TRUE,FALSE,NA,NA
"RT @jpuopolo: Do you think #MuellerTestimony will help or hurt @realDonaldTrump?

#TrumpsScaredOfMueller 
#Mueller 
#MuellerReport",FALSE,0,NA,2019-05-06T22:44:10Z,FALSE,NA,1125531728574066688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mermacl1000,49,TRUE,FALSE,NA,NA
"RT @larryelder: #MuellerReport

Hat tip: @papagiorgio200 https://t.co/Zb8EuwrpXi",FALSE,0,NA,2019-05-06T22:44:09Z,FALSE,NA,1125531727793872896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",blueolives02,773,TRUE,FALSE,NA,NA
RT @pmeilhan: The #MuellerReport is America's best-selling book but most people haven't read a word of it yet. Is #Trump's spin winning? @b…,FALSE,0,NA,2019-05-06T22:44:09Z,FALSE,NA,1125531724824367104,NA,"<a href=""https://tweepi.com/"" rel=""nofollow"">Tweepi</a>",OlgaMelgar10,19,TRUE,FALSE,NA,NA
RT @AndyOstroy: BREAKING: 400+ former Federal prosecutors who've read the full #MuellerReport signed a letter stating that if @realDonaldTr…,FALSE,0,NA,2019-05-06T22:44:06Z,FALSE,NA,1125531713038274560,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",E37llfastShawn,68,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:43:54Z,FALSE,NA,1125531665114312704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",miteyquin,2408,TRUE,FALSE,NA,NA
"RT @rgoodlaw: Dear media,

If interviewing Giuliani, you may want to note:

1 #MuellerReport directly implicates Giuliani in dangling Manaf…",FALSE,0,NA,2019-05-06T22:43:53Z,FALSE,NA,1125531659149893632,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karen_elder,5214,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:43:46Z,FALSE,NA,1125531630053912576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ran_do_right,2408,TRUE,FALSE,NA,NA
RT @lensjockey: MEN LOVE making the WORLD as difficult as they CAN for women. This is something MEN—The PREPOSTEROUS 40% NORMAL male #binar…,FALSE,0,NA,2019-05-06T22:43:32Z,FALSE,NA,1125531572067864578,NA,"<a href=""http://tinyurl.com/AIBizDir"" rel=""nofollow"">BizDir1</a>",AIBizDir,1,TRUE,FALSE,NA,NA
"RT @cassandra17lina: If the #MuellerReport is truly #BillBarr’s “baby”, I call upon all of my followers to join me in reporting this malfea…",FALSE,0,NA,2019-05-06T22:43:31Z,FALSE,NA,1125531565721817088,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SGoedkoop,17,TRUE,FALSE,NA,NA
"RT @Bill_Maxwell_: Trump is not only a fucking idiot, he is desperate, and one thing we have learned from the #MuellerReport is that Trump…",FALSE,0,NA,2019-05-06T22:43:22Z,FALSE,NA,1125531530724380674,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",barbaraevers380,69,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:43:22Z,FALSE,NA,1125531529944473601,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RogerMobley5,2408,TRUE,FALSE,NA,NA
@zebrathought @kylegriffin1 Agree!  #NewYorkAGLetitiaJames would make a great US AG.  Get rid of #BSBarr as he didn… https://t.co/5Lyahudrgi,FALSE,1,zebrathought,2019-05-06T22:43:19Z,TRUE,1125465595657576449,1125531517285949440,35324278,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dacullington,0,FALSE,FALSE,NA,NA
RT @StormIsUponUs: The #MuellerReport itself contained lies! The counter-investigation into FISA abuse will show an elaborate seditious spy…,FALSE,0,NA,2019-05-06T22:43:12Z,FALSE,NA,1125531486713573377,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Julia29959905,2352,TRUE,FALSE,NA,NA
@funder Meanwhile #CadetBoneSpurs draft dodged and had Fast Freddy pay a doctor for a fake diagnosis to avoid servi… https://t.co/gx17d8FB8E,FALSE,0,funder,2019-05-06T22:43:02Z,TRUE,1125395316327485443,1125531445647282182,14247236,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jbills83,0,FALSE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T22:42:53Z,FALSE,NA,1125531408938745858,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",redqueenliz,312,TRUE,FALSE,NA,NA
"RT @with_integrity: The Mueller Report - Expensive Estimations And Elusive Evidence

https://t.co/pmojxdGpHq

#Guccifer2 #RussiaGate #Muell…",FALSE,0,NA,2019-05-06T22:42:49Z,FALSE,NA,1125531390471213058,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mekondo,87,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:42:49Z,FALSE,NA,1125531390387347457,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TIAMACHES,45,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:42:46Z,FALSE,NA,1125531379129733120,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ButtlerSue,45,TRUE,FALSE,NA,NA
“One of the big questions is whether or not Robert Mueller wants to testify.” – @Susan_Hennessey on #MuellerReport… https://t.co/mn3h0zBgGB,FALSE,2,NA,2019-05-06T22:42:46Z,TRUE,NA,1125531377825247232,NA,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",cnntoday,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:42:41Z,FALSE,NA,1125531357579489280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",50nani,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:42:40Z,FALSE,NA,1125531353230057472,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",oscalope,2408,TRUE,FALSE,NA,NA
"Trump awards MEDAL OF FREEDOM to Pro-Golfer,Wife Beater,Drug Addict, Drunk Driver, Porno Star deviant Tiger Woods.… https://t.co/opaM17GwjS",FALSE,0,NA,2019-05-06T22:42:38Z,TRUE,NA,1125531345214738432,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SomervilleScene,0,FALSE,FALSE,NA,NA
RT @CRG_CRM: Mueller Report: A Blueprint for Impeachment of Donald Trump? https://t.co/CHDo1TtFCE #muellerreport #trump #impeachment #unite…,FALSE,0,NA,2019-05-06T22:42:18Z,FALSE,NA,1125531260929970176,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Iconoclastttt,10,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:42:15Z,FALSE,NA,1125531249618116609,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",11loreli61,2408,TRUE,FALSE,NA,NA
Wait...I'm confused... @JerryNadler is going to charge #WilliamBarr with  contempt (federal misdemeanor in ignoring… https://t.co/fPGLl5PlSP,FALSE,0,NA,2019-05-06T22:42:14Z,TRUE,NA,1125531244975075328,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",enterthenoise,0,FALSE,FALSE,NA,NA
"RT @BudMeyers99: 3 of the spies #Obama used to set up #Trump! 🕵 🕵 🕵 #JosephMifsud, #AlexanderDowner and #StefanHalper. Why wasn't any of th…",FALSE,0,NA,2019-05-06T22:42:07Z,FALSE,NA,1125531212494376960,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",misterbot,1,TRUE,FALSE,NA,NA
"Having the ""MOTHER"" being the one here, acting like THIS is okay—is unfortunately just NORMAL male #binary #CMCP… https://t.co/s3tsSPKSES",FALSE,1,NA,2019-05-06T22:42:04Z,TRUE,NA,1125531199840104449,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lensjockey,1,FALSE,FALSE,NA,NA
@Cannadablissed @Climohu @goodoldcatchy #TrumpisKompromat being #NotExonerated . In either the 12% of… https://t.co/hMPRBGKG5A,FALSE,0,Cannadablissed,2019-05-06T22:41:38Z,TRUE,1125445168071462912,1125531091899699200,3029489177,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MOTECUHZOMA2,0,FALSE,FALSE,NA,NA
#TrumpsScaredOfMueller because he will spill the incriminating parts of the #MuellerReport that Barr redacted. #ImpeachTrump #ImpeachBarr,FALSE,3,NA,2019-05-06T22:41:37Z,FALSE,NA,1125531086749163520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Minuteman04,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:41:34Z,FALSE,NA,1125531076506542080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PattyLehner,2408,TRUE,FALSE,NA,NA
RT @Chase_Surf29: Deadline to give House dems the unredacted version of the #MuellerReport by 9:00 am tomorrow morning or else they will vo…,FALSE,0,NA,2019-05-06T22:41:32Z,FALSE,NA,1125531066176016385,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",paulamjohns,2,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:41:30Z,FALSE,NA,1125531058064244736,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pattyww8518,2408,TRUE,FALSE,NA,NA
The reasons why the #CheezeDoodleInChief is deploying the carrier strike force to Iran is 1) #Netanyahu secured his… https://t.co/IlyPMXKOXz,FALSE,0,NA,2019-05-06T22:41:26Z,TRUE,NA,1125531041849053185,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GerriAllamby,0,FALSE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:41:23Z,FALSE,NA,1125531031455522816,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",detroitrueblue,45,TRUE,FALSE,NA,NA
"RT @SenSchumer: President @realDonaldTrump spent an hour on the phone with Putin.

Instead of pressing Putin on the #MuellerReport's extens…",FALSE,0,NA,2019-05-06T22:41:22Z,FALSE,NA,1125531025545867265,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mindhealer2,5982,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:41:20Z,FALSE,NA,1125531016506920961,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DavidMGale1,2408,TRUE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T22:40:37Z,FALSE,NA,1125530836856647680,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SilverQueen7,110,TRUE,FALSE,NA,NA
"RT @with_integrity: The Mueller Report - Expensive Estimations And Elusive Evidence

https://t.co/pmojxdGpHq

#Guccifer2 #RussiaGate #Muell…",FALSE,0,NA,2019-05-06T22:40:27Z,FALSE,NA,1125530796192931840,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheT_Room,87,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:40:26Z,FALSE,NA,1125530788777226240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",angel4autism,45,TRUE,FALSE,NA,NA
@robreiner Eh. Hmm... That's not what the #MuellerReport says. At all. Wipe you reading glasses and work through it again.,FALSE,2,robreiner,2019-05-06T22:40:13Z,FALSE,1125367923478913029,1125530736243511296,738080573365702657,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eduardoauthor,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:40:07Z,FALSE,NA,1125530710247399425,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ccharlamb8,2408,TRUE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T22:40:01Z,FALSE,NA,1125530687224807429,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",glouisbaker,312,TRUE,FALSE,NA,NA
"RT @cnntoday: “There are multiple instances in which Mueller makes quite clear that the president’s conduct, in his opinion, meets every si…",FALSE,0,NA,2019-05-06T22:39:50Z,FALSE,NA,1125530641750208512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",teddyD66,1,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:39:43Z,FALSE,NA,1125530609194012673,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wbrownkl,2408,TRUE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T22:39:41Z,FALSE,NA,1125530603275866113,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Unconquerable,110,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:39:39Z,FALSE,NA,1125530592689426434,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LefayMaureen,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:39:34Z,FALSE,NA,1125530574284890112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NEResistanista,2408,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:39:25Z,FALSE,NA,1125530534078238720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Diffdrum1,45,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:39:20Z,FALSE,NA,1125530514683760641,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KarenBeisser,45,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:39:14Z,FALSE,NA,1125530488343597056,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",gary_dinowitz,45,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:39:12Z,FALSE,NA,1125530478528876546,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Capt8ball1,45,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:39:06Z,FALSE,NA,1125530456001134592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amparonakagawa1,2408,TRUE,FALSE,NA,NA
"RT @darren04: Hey Mr. “President” —

If Mueller concluded that there was “no collusion, no obstruction” and you are “fully exonerated,” the…",FALSE,0,NA,2019-05-06T22:38:46Z,FALSE,NA,1125530370290507776,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tonydiaz777,85,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:38:38Z,FALSE,NA,1125530336048234497,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",centillio,45,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:38:31Z,FALSE,NA,1125530308151889920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",louis_gallego,2408,TRUE,FALSE,NA,NA
RT @SpeakerPelosi: Our Founders spoke about how the times had found them. We feel the same today. We have a responsibility to fight for our…,FALSE,0,NA,2019-05-06T22:38:30Z,FALSE,NA,1125530306042302471,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CapanoStina,9072,TRUE,FALSE,NA,NA
"RT @StephenSipila: #TrumpsScaredOfMueller Really, you think? I mean usually when someone spends the last 2 years of their life doing everyt…",FALSE,0,NA,2019-05-06T22:38:02Z,FALSE,NA,1125530187960078341,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7fa35fba466d4ab,55,TRUE,FALSE,NA,NA
"RT @BigBlueWaveUSA: #Poll #WednesdayThoughts
WHICH REPUBLICAN DO YOU ADMIRE &amp; RESPECT?
@QuinnipiacPoll #MuellerReport",FALSE,0,NA,2019-05-06T22:38:02Z,FALSE,NA,1125530185862795264,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gilsf2000,37,TRUE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T22:37:55Z,FALSE,NA,1125530155865165824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wwen_marr,312,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:37:50Z,FALSE,NA,1125530134746947585,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dijokatmom,45,TRUE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T22:37:36Z,FALSE,NA,1125530078928965632,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cheryllo59,312,TRUE,FALSE,NA,NA
"RT @SallyDeal4: @TeaPainUSA #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, they can at least…",FALSE,0,NA,2019-05-06T22:37:21Z,FALSE,NA,1125530016106696705,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Brenleighd,11,TRUE,FALSE,NA,NA
"RT @StephenSipila: #TrumpsScaredOfMueller Really, you think? I mean usually when someone spends the last 2 years of their life doing everyt…",FALSE,0,NA,2019-05-06T22:37:18Z,FALSE,NA,1125530004165734402,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarkWVa,55,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:37:16Z,FALSE,NA,1125529995781332992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cristo_monte,2408,TRUE,FALSE,NA,NA
RT @Jodi_Trisha: “But for the fact @realDonaldTrump is @POTUS he would be in handcuffs”- Chuck Rosenberg on the @11thHour re the #MuellerRe…,FALSE,0,NA,2019-05-06T22:37:12Z,FALSE,NA,1125529977108058113,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wenz66,6,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:37:04Z,FALSE,NA,1125529941800435712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cheryllo59,2408,TRUE,FALSE,NA,NA
